,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_departure_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration (hours),booking_complete,flight_day_num,flight_duration (minutes),Sales_Channel_num,Trip_type_num,Booking_origin_num
5794,2,Mobile,RoundTrip,14,26,6,Sat,CNXPER,Australia,1,1,1,5.62,0,6,337.2,1,0,36
5795,1,Mobile,RoundTrip,26,26,2,Sat,CNXPER,Australia,1,1,1,5.62,0,6,337.2,1,0,36
5796,1,Internet,RoundTrip,24,29,5,Tue,CNXPER,Australia,1,0,0,5.62,1,2,337.2,0,0,36
5797,1,Internet,RoundTrip,20,30,11,Fri,CNXPER,Thailand,1,1,1,5.62,0,5,337.2,0,0,13
5798,2,Internet,RoundTrip,68,23,15,Thu,CNXPER,Australia,0,1,1,5.62,0,4,337.2,0,0,36
5799,1,Internet,RoundTrip,13,31,6,Mon,CNXPER,Australia,1,1,1,5.62,0,1,337.2,0,0,36
5800,1,Internet,RoundTrip,3,23,4,Thu,CNXPER,Australia,0,0,0,5.62,0,4,337.2,0,0,36
5801,1,Internet,RoundTrip,1,46,6,Wed,CNXPER,Australia,1,0,0,5.62,0,3,337.2,0,0,36
5802,2,Internet,RoundTrip,266,164,0,Wed,CNXPER,Australia,1,1,1,5.62,0,3,337.2,0,0,36
5803,1,Internet,RoundTrip,15,85,9,Sun,CNXPER,Thailand,1,1,0,5.62,0,7,337.2,0,0,13
5804,1,Mobile,RoundTrip,39,44,4,Thu,CNXPER,Australia,1,1,1,5.62,0,4,337.2,1,0,36
5805,1,Internet,RoundTrip,53,23,10,Sun,CNXPER,Australia,1,1,1,5.62,0,7,337.2,0,0,36
5806,1,Internet,RoundTrip,15,30,2,Sat,CNXPER,Australia,0,0,1,5.62,0,6,337.2,0,0,36
5807,1,Internet,RoundTrip,6,86,9,Fri,CNXPER,Australia,1,0,0,5.62,1,5,337.2,0,0,36
5808,1,Mobile,RoundTrip,21,23,6,Mon,CNXPER,Australia,0,0,0,5.62,0,1,337.2,1,0,36
5809,1,Internet,RoundTrip,116,29,4,Mon,CNXPER,Australia,0,1,0,5.62,0,1,337.2,0,0,36
5810,1,Internet,RoundTrip,145,18,6,Sun,CNXPER,Australia,1,0,0,5.62,0,7,337.2,0,0,36
5811,1,Internet,RoundTrip,46,21,8,Tue,CNXPER,Australia,1,0,0,5.62,0,2,337.2,0,0,36
5812,2,Mobile,RoundTrip,102,31,3,Wed,CNXPER,Australia,1,0,0,5.62,0,3,337.2,1,0,36
5813,1,Internet,RoundTrip,18,28,10,Sun,CNXPER,Australia,0,1,0,5.62,0,7,337.2,0,0,36
5814,1,Internet,RoundTrip,123,19,0,Wed,CNXPER,Australia,1,1,0,5.62,0,3,337.2,0,0,36
5815,1,Mobile,RoundTrip,43,17,2,Fri,CNXPER,Australia,0,1,0,5.62,0,5,337.2,1,0,36
5816,1,Internet,RoundTrip,8,24,1,Mon,CNXPER,Australia,1,0,0,5.62,0,1,337.2,0,0,36
5817,1,Internet,RoundTrip,36,20,7,Wed,CNXPER,Australia,0,1,0,5.62,0,3,337.2,0,0,36
5818,1,Internet,RoundTrip,236,21,8,Sat,CNXPER,Australia,1,0,1,5.62,0,6,337.2,0,0,36
5819,1,Internet,RoundTrip,1,46,6,Wed,CNXPER,Australia,1,0,0,5.62,0,3,337.2,0,0,36
5820,2,Internet,RoundTrip,137,26,10,Tue,CNXPER,Australia,1,0,0,5.62,0,2,337.2,0,0,36
5821,1,Mobile,RoundTrip,15,25,6,Wed,CNXPER,Australia,1,1,1,5.62,0,3,337.2,1,0,36
5822,2,Internet,RoundTrip,176,32,3,Fri,CNXPER,Thailand,1,1,1,5.62,1,5,337.2,0,0,13
5823,2,Internet,RoundTrip,75,30,3,Mon,CNXPER,Australia,0,1,1,5.62,0,1,337.2,0,0,36
5824,1,Internet,RoundTrip,43,30,13,Tue,CNXPER,Australia,1,1,0,5.62,0,2,337.2,0,0,36
5825,1,Internet,RoundTrip,169,20,11,Wed,CNXPER,Australia,1,1,0,5.62,0,3,337.2,0,0,36
5826,2,Internet,RoundTrip,21,21,4,Mon,CNXPER,Australia,1,1,1,5.62,0,1,337.2,0,0,36
5827,1,Internet,RoundTrip,16,88,8,Tue,CNXPER,Australia,1,1,1,5.62,0,2,337.2,0,0,36
5828,1,Mobile,RoundTrip,0,19,1,Tue,CNXPER,Australia,1,1,1,5.62,0,2,337.2,1,0,36
5829,1,Internet,RoundTrip,30,22,5,Wed,CNXPER,Australia,1,1,1,5.62,0,3,337.2,0,0,36
5830,1,Internet,RoundTrip,42,17,10,Thu,CNXPER,Australia,1,0,0,5.62,0,4,337.2,0,0,36
5831,1,Internet,RoundTrip,29,30,13,Wed,CNXPVG,Thailand,1,0,0,5.33,1,3,319.8,0,0,13
5832,1,Internet,RoundTrip,73,22,9,Tue,CNXSYD,Australia,1,1,1,8.58,0,2,514.8,0,0,36
5833,1,Internet,RoundTrip,133,41,2,Sat,CNXSYD,Australia,1,0,0,8.58,0,6,514.8,0,0,36
5834,1,Internet,RoundTrip,45,17,11,Wed,CNXSYD,China,0,0,1,8.58,0,3,514.8,0,0,3
5835,1,Internet,RoundTrip,80,47,1,Sun,CNXSYD,Thailand,1,1,0,8.58,0,7,514.8,0,0,13
5836,1,Internet,RoundTrip,133,30,13,Sun,CNXSYD,Austria,1,1,1,8.58,0,7,514.8,0,0,63
5837,3,Internet,RoundTrip,113,33,13,Wed,CNXSYD,Thailand,1,1,1,8.58,0,3,514.8,0,0,13
5838,4,Internet,RoundTrip,2,85,15,Thu,CNXSYD,Australia,1,1,1,8.58,0,4,514.8,0,0,36
5839,1,Internet,RoundTrip,32,86,11,Sun,CNXSYD,Australia,1,0,0,8.58,1,7,514.8,0,0,36
5840,2,Internet,RoundTrip,145,21,6,Thu,CNXSYD,Thailand,1,0,1,8.58,0,4,514.8,0,0,13
5841,1,Internet,RoundTrip,22,27,3,Sat,CNXSYD,Australia,1,0,0,8.58,0,6,514.8,0,0,36
5842,1,Internet,RoundTrip,13,35,8,Fri,CNXSYD,Australia,1,1,1,8.58,0,5,514.8,0,0,36
5843,1,Mobile,RoundTrip,82,24,2,Sat,CNXSYD,Australia,1,0,0,8.58,0,6,514.8,1,0,36
5844,1,Internet,RoundTrip,68,30,3,Wed,CNXSYD,Thailand,1,1,0,8.58,0,3,514.8,0,0,13
5845,1,Internet,RoundTrip,86,29,7,Mon,CNXSYD,Australia,1,1,0,8.58,0,1,514.8,0,0,36
5846,1,Internet,RoundTrip,9,49,13,Fri,CNXSYD,Thailand,1,1,0,8.58,0,5,514.8,0,0,13
5847,1,Internet,RoundTrip,16,33,11,Tue,CNXSYD,Australia,1,0,0,8.58,0,2,514.8,0,0,36
5848,4,Internet,RoundTrip,211,29,11,Mon,CNXSYD,Australia,1,0,1,8.58,0,1,514.8,0,0,36
5849,2,Internet,RoundTrip,76,19,23,Thu,CNXSYD,Australia,1,0,1,8.58,0,4,514.8,0,0,36
5850,1,Mobile,RoundTrip,119,27,10,Fri,CNXSYD,Australia,1,1,1,8.58,0,5,514.8,1,0,36
5851,1,Internet,RoundTrip,31,31,3,Fri,CNXSYD,Australia,1,0,0,8.58,0,5,514.8,0,0,36
5852,1,Internet,RoundTrip,17,31,2,Thu,CNXSYD,Thailand,1,0,0,8.58,1,4,514.8,0,0,13
5853,1,Mobile,RoundTrip,173,29,4,Fri,CNXSYD,Australia,0,1,0,8.58,0,5,514.8,1,0,36
5854,1,Internet,RoundTrip,51,21,8,Tue,CNXSYD,Thailand,1,1,1,8.58,0,2,514.8,0,0,13
5855,1,Internet,RoundTrip,288,19,16,Sun,CNXSYD,Thailand,0,0,0,8.58,0,7,514.8,0,0,13
5856,1,Internet,RoundTrip,340,19,1,Mon,CNXSYD,Australia,1,1,1,8.58,0,1,514.8,0,0,36
5857,2,Internet,RoundTrip,61,27,7,Fri,CNXSYD,Australia,1,0,0,8.58,0,5,514.8,0,0,36
5858,2,Internet,RoundTrip,4,21,19,Fri,CNXSYD,Australia,0,0,0,8.58,0,5,514.8,0,0,36
5859,1,Internet,RoundTrip,4,21,4,Thu,CNXSYD,Australia,0,0,0,8.58,0,4,514.8,0,0,36
5860,1,Internet,RoundTrip,77,21,5,Mon,CNXSYD,Australia,1,0,1,8.58,0,1,514.8,0,0,36
5861,1,Mobile,RoundTrip,270,19,7,Mon,CNXSYD,Australia,1,1,1,8.58,0,1,514.8,1,0,36
5862,1,Internet,RoundTrip,83,24,12,Thu,CNXSYD,Australia,0,0,0,8.58,0,4,514.8,0,0,36
5863,1,Internet,RoundTrip,52,21,8,Wed,CNXSYD,Thailand,1,1,0,8.58,0,3,514.8,0,0,13
5864,1,Internet,RoundTrip,293,20,12,Fri,CNXSYD,Thailand,1,1,1,8.58,1,5,514.8,0,0,13
5865,1,Internet,RoundTrip,32,39,11,Mon,CNXSYD,Australia,0,0,0,8.58,0,1,514.8,0,0,36
5866,1,Internet,RoundTrip,305,23,0,Tue,CNXSYD,Thailand,1,1,1,8.58,0,2,514.8,0,0,13
5867,1,Internet,RoundTrip,10,31,8,Mon,CNXSYD,Australia,1,0,1,8.58,0,1,514.8,0,0,36
5868,1,Internet,RoundTrip,7,68,6,Mon,CNXSYD,Thailand,1,1,1,8.58,1,1,514.8,0,0,13
5869,1,Internet,RoundTrip,62,29,13,Thu,CNXTPE,Taiwan,1,0,0,4.67,1,4,280.2,0,0,46
5870,2,Internet,RoundTrip,184,88,10,Tue,CNXTPE,Taiwan,0,0,0,4.67,0,2,280.2,0,0,46
5871,1,Internet,RoundTrip,59,28,17,Wed,CNXTPE,Taiwan,1,0,0,4.67,0,3,280.2,0,0,46
5872,2,Internet,RoundTrip,139,18,20,Thu,CNXTPE,Thailand,1,1,0,4.67,0,4,280.2,0,0,13
5873,3,Mobile,RoundTrip,110,31,2,Sun,CNXTPE,Taiwan,1,0,0,4.67,0,7,280.2,1,0,46
5874,1,Internet,RoundTrip,17,56,5,Wed,CNXTPE,Taiwan,1,1,1,4.67,0,3,280.2,0,0,46
5875,2,Mobile,RoundTrip,16,59,0,Mon,CNXTPE,Taiwan,1,0,0,4.67,0,1,280.2,1,0,46
5876,1,Internet,RoundTrip,187,51,11,Wed,CNXTPE,Taiwan,0,0,1,4.67,0,3,280.2,0,0,46
5877,1,Internet,RoundTrip,110,26,15,Wed,CNXTPE,Greece,1,1,1,4.67,0,3,280.2,0,0,66
5878,2,Internet,RoundTrip,44,39,6,Sat,CNXTPE,Taiwan,1,1,1,4.67,0,6,280.2,0,0,46
5879,1,Mobile,RoundTrip,57,33,9,Wed,CNXTPE,Thailand,1,0,1,4.67,0,3,280.2,1,0,13
5880,3,Mobile,RoundTrip,112,29,6,Fri,CNXTPE,Taiwan,1,0,0,4.67,0,5,280.2,1,0,46
5881,1,Mobile,RoundTrip,115,26,5,Fri,CNXTPE,Taiwan,1,1,0,4.67,0,5,280.2,1,0,46
5882,1,Mobile,RoundTrip,81,46,4,Fri,COKCTU,China,1,0,1,4.72,0,5,283.2,1,0,3
5883,1,Internet,RoundTrip,35,42,18,Fri,COKCTU,India,1,0,0,4.72,0,5,283.2,0,0,1
5884,2,Mobile,RoundTrip,114,40,14,Mon,COKCTU,United States,1,0,0,4.72,0,1,283.2,1,0,31
5885,1,Internet,RoundTrip,18,42,13,Sun,COKCTU,China,1,0,0,4.72,0,7,283.2,0,0,3
5886,1,Internet,RoundTrip,12,33,8,Wed,COKCTU,China,1,0,0,4.72,0,3,283.2,0,0,3
5887,1,Internet,RoundTrip,8,43,18,Sun,COKCTU,India,1,0,0,4.72,0,7,283.2,0,0,1
5888,2,Internet,RoundTrip,31,48,18,Sat,COKCTU,China,1,0,0,4.72,0,6,283.2,0,0,3
5889,1,Internet,RoundTrip,27,44,18,Fri,COKCTU,China,1,0,0,4.72,0,5,283.2,0,0,3
5890,1,Internet,RoundTrip,24,39,16,Fri,COKCTU,China,1,0,0,4.72,0,5,283.2,0,0,3
5891,1,Mobile,RoundTrip,34,37,9,Sun,COKCTU,India,1,1,1,4.72,1,7,283.2,1,0,1
5892,1,Internet,RoundTrip,45,39,16,Fri,COKCTU,China,1,1,1,4.72,0,5,283.2,0,0,3
5893,1,Internet,RoundTrip,46,38,13,Fri,COKCTU,China,1,0,0,4.72,0,5,283.2,0,0,3
5894,1,Internet,RoundTrip,35,42,11,Fri,COKCTU,India,1,0,0,4.72,0,5,283.2,0,0,1
5895,1,Internet,RoundTrip,48,60,15,Wed,COKCTU,China,0,0,1,4.72,0,3,283.2,0,0,3
5896,2,Internet,RoundTrip,90,41,9,Mon,COKCTU,China,0,0,0,4.72,0,1,283.2,0,0,3
5897,1,Internet,RoundTrip,21,58,16,Tue,COKCTU,China,1,0,0,4.72,0,2,283.2,0,0,3
5898,1,Internet,RoundTrip,28,44,3,Wed,COKCTU,China,1,0,0,4.72,0,3,283.2,0,0,3
5899,1,Internet,RoundTrip,84,57,13,Wed,COKHGH,China,1,0,0,5.07,0,3,304.20000000000005,0,0,3
5900,4,Internet,RoundTrip,79,82,11,Sat,COKHGH,China,1,0,1,5.07,0,6,304.20000000000005,0,0,3
5901,2,Internet,RoundTrip,54,44,10,Sun,COKHGH,China,1,0,1,5.07,0,7,304.20000000000005,0,0,3
5902,1,Internet,RoundTrip,8,41,11,Thu,COKHGH,China,1,0,1,5.07,0,4,304.20000000000005,0,0,3
5903,1,Internet,RoundTrip,84,36,2,Mon,COKHGH,China,1,0,0,5.07,1,1,304.20000000000005,0,0,3
5904,1,Internet,RoundTrip,181,31,18,Tue,COKHGH,China,1,0,0,5.07,0,2,304.20000000000005,0,0,3
5905,1,Internet,RoundTrip,58,44,14,Wed,COKHGH,China,1,0,1,5.07,0,3,304.20000000000005,0,0,3
5906,1,Internet,RoundTrip,17,34,6,Fri,COKHGH,China,1,0,1,5.07,0,5,304.20000000000005,0,0,3
5907,1,Internet,RoundTrip,87,36,18,Fri,COKHGH,Qatar,0,0,0,5.07,0,5,304.20000000000005,0,0,25
5908,2,Internet,RoundTrip,31,46,20,Sun,COKHGH,China,0,0,1,5.07,0,7,304.20000000000005,0,0,3
5909,1,Internet,RoundTrip,44,47,13,Thu,COKHGH,China,1,0,1,5.07,0,4,304.20000000000005,0,0,3
5910,1,Internet,RoundTrip,117,179,10,Fri,COKHGH,China,1,0,1,5.07,0,5,304.20000000000005,0,0,3
5911,1,Internet,RoundTrip,5,27,8,Sat,COKHGH,United Arab Emirates,0,0,0,5.07,0,6,304.20000000000005,0,0,19
5912,5,Internet,RoundTrip,26,20,10,Fri,COKHGH,Malaysia,1,0,0,5.07,1,5,304.20000000000005,0,0,6
5913,1,Internet,RoundTrip,55,37,10,Thu,COKHGH,China,1,0,0,5.07,0,4,304.20000000000005,0,0,3
5914,1,Internet,RoundTrip,30,32,13,Thu,COKHGH,China,0,0,1,5.07,0,4,304.20000000000005,0,0,3
5915,1,Internet,RoundTrip,34,55,19,Fri,COKHGH,India,1,0,0,5.07,0,5,304.20000000000005,0,0,1
5916,2,Internet,RoundTrip,58,44,8,Wed,COKHGH,China,0,0,1,5.07,0,3,304.20000000000005,0,0,3
5917,2,Internet,RoundTrip,83,53,2,Thu,COKHGH,China,1,1,1,5.07,1,4,304.20000000000005,0,0,3
5918,2,Internet,RoundTrip,170,38,2,Sat,COKHGH,China,0,0,0,5.07,0,6,304.20000000000005,0,0,3
5919,2,Internet,RoundTrip,17,18,9,Fri,COKHGH,China,1,0,0,5.07,0,5,304.20000000000005,0,0,3
5920,1,Internet,RoundTrip,46,47,16,Tue,COKHGH,China,1,0,1,5.07,0,2,304.20000000000005,0,0,3
5921,1,Internet,RoundTrip,28,57,17,Wed,COKHGH,Singapore,1,0,0,5.07,0,3,304.20000000000005,0,0,7
5922,1,Internet,RoundTrip,58,27,15,Sat,COKHGH,China,0,0,0,5.07,0,6,304.20000000000005,0,0,3
5923,1,Internet,RoundTrip,11,35,14,Tue,COKHGH,China,0,0,1,5.07,0,2,304.20000000000005,0,0,3
5924,1,Internet,RoundTrip,105,61,12,Mon,COKHGH,China,1,0,0,5.07,0,1,304.20000000000005,0,0,3
5925,1,Internet,RoundTrip,25,25,3,Sat,COKHGH,China,0,0,0,5.07,0,6,304.20000000000005,0,0,3
5926,1,Internet,RoundTrip,112,35,14,Sat,COKHGH,China,1,0,0,5.07,1,6,304.20000000000005,0,0,3
5927,1,Internet,RoundTrip,34,41,16,Sat,COKHGH,Kuwait,1,0,0,5.07,0,6,304.20000000000005,0,0,60
5928,2,Internet,RoundTrip,232,32,8,Sat,COKICN,South Korea,0,0,0,6.62,0,6,397.2,0,0,4
5929,1,Internet,RoundTrip,28,33,6,Fri,COKICN,South Korea,1,0,1,6.62,0,5,397.2,0,0,4
5930,1,Internet,RoundTrip,110,27,10,Fri,COKICN,South Korea,1,0,0,6.62,0,5,397.2,0,0,4
5931,1,Internet,RoundTrip,95,31,10,Fri,COKICN,India,1,0,1,6.62,0,5,397.2,0,0,1
5932,1,Internet,RoundTrip,22,30,3,Sun,COKICN,South Korea,1,0,0,6.62,0,7,397.2,0,0,4
5933,1,Mobile,RoundTrip,113,21,4,Mon,COKICN,South Korea,0,0,0,6.62,0,1,397.2,1,0,4
5934,1,Internet,RoundTrip,45,28,4,Sun,COKICN,South Korea,1,0,0,6.62,0,7,397.2,0,0,4
5935,1,Internet,RoundTrip,21,61,6,Wed,COKICN,South Korea,0,0,1,6.62,0,3,397.2,0,0,4
5936,1,Internet,RoundTrip,94,49,23,Sat,COKICN,South Korea,1,0,0,6.62,0,6,397.2,0,0,4
5937,3,Mobile,RoundTrip,224,50,23,Thu,COKICN,South Korea,1,0,1,6.62,0,4,397.2,1,0,4
5938,1,Internet,RoundTrip,2,18,11,Wed,COKICN,South Korea,1,0,0,6.62,0,3,397.2,0,0,4
5939,1,Internet,RoundTrip,68,36,16,Tue,COKICN,India,1,0,1,6.62,0,2,397.2,0,0,1
5940,2,Internet,RoundTrip,214,23,12,Thu,COKICN,South Korea,1,0,0,6.62,0,4,397.2,0,0,4
5941,1,Internet,RoundTrip,26,32,1,Thu,COKICN,South Korea,1,0,1,6.62,0,4,397.2,0,0,4
5942,1,Internet,RoundTrip,94,19,3,Sat,COKICN,South Korea,1,0,0,6.62,0,6,397.2,0,0,4
5943,2,Internet,RoundTrip,21,25,8,Sun,COKICN,South Korea,1,0,1,6.62,0,7,397.2,0,0,4
5944,1,Internet,RoundTrip,84,20,0,Fri,COKICN,South Korea,1,0,0,6.62,0,5,397.2,0,0,4
5945,1,Internet,RoundTrip,13,30,4,Mon,COKICN,India,1,0,1,6.62,1,1,397.2,0,0,1
5946,1,Internet,RoundTrip,38,28,19,Wed,COKICN,South Korea,0,0,0,6.62,0,3,397.2,0,0,4
5947,1,Internet,RoundTrip,115,152,6,Sun,COKICN,South Korea,1,0,1,6.62,0,7,397.2,0,0,4
5948,1,Internet,RoundTrip,40,24,7,Thu,COKICN,India,1,0,1,6.62,0,4,397.2,0,0,1
5949,1,Internet,RoundTrip,7,61,16,Tue,COKICN,India,1,0,1,6.62,0,2,397.2,0,0,1
5950,1,Internet,RoundTrip,38,29,23,Tue,COKICN,South Korea,1,0,0,6.62,0,2,397.2,0,0,4
5951,2,Internet,RoundTrip,38,31,8,Tue,COKICN,South Korea,1,0,1,6.62,0,2,397.2,0,0,4
5952,2,Internet,RoundTrip,96,59,10,Mon,COKICN,South Korea,1,0,0,6.62,0,1,397.2,0,0,4
5953,2,Internet,RoundTrip,60,20,6,Sat,COKICN,South Korea,1,1,1,6.62,0,6,397.2,0,0,4
5954,1,Internet,RoundTrip,205,135,6,Fri,COKICN,South Korea,1,0,0,6.62,0,5,397.2,0,0,4
5955,1,Internet,RoundTrip,112,22,1,Tue,COKICN,South Korea,1,0,0,6.62,0,2,397.2,0,0,4
5956,2,Internet,RoundTrip,59,256,8,Sat,COKKIX,Japan,1,1,1,7.0,1,6,420.0,0,0,5
5957,1,Internet,RoundTrip,70,32,9,Fri,COKKIX,Japan,1,0,0,7.0,0,5,420.0,0,0,5
5958,1,Internet,RoundTrip,27,37,11,Sun,COKKIX,India,1,0,0,7.0,0,7,420.0,0,0,1
5959,3,Internet,RoundTrip,28,53,10,Fri,COKKIX,Japan,1,0,0,7.0,0,5,420.0,0,0,5
5960,1,Mobile,RoundTrip,35,18,15,Tue,COKKIX,Japan,1,0,0,7.0,0,2,420.0,1,0,5
5961,1,Internet,RoundTrip,21,31,6,Fri,COKKIX,India,1,0,1,7.0,0,5,420.0,0,0,1
5962,1,Internet,RoundTrip,17,30,2,Sat,COKKIX,Japan,1,1,1,7.0,0,6,420.0,0,0,5
5963,1,Internet,RoundTrip,53,45,15,Tue,COKKIX,Japan,1,1,1,7.0,0,2,420.0,0,0,5
5964,1,Internet,RoundTrip,63,29,9,Wed,COKKIX,Japan,1,1,1,7.0,0,3,420.0,0,0,5
5965,2,Internet,RoundTrip,141,17,1,Fri,COKKIX,Vietnam,0,0,0,7.0,0,5,420.0,0,0,12
5966,2,Internet,RoundTrip,171,18,4,Wed,COKKIX,India,0,0,0,7.0,0,3,420.0,0,0,1
5967,1,Internet,RoundTrip,9,32,6,Fri,COKKIX,Japan,0,0,0,7.0,0,5,420.0,0,0,5
5968,1,Internet,RoundTrip,124,21,5,Mon,COKKIX,India,1,0,0,7.0,0,1,420.0,0,0,1
5969,1,Internet,RoundTrip,52,19,23,Mon,COKKIX,Japan,1,0,0,7.0,1,1,420.0,0,0,5
5970,1,Internet,RoundTrip,164,97,1,Tue,COKKIX,Japan,1,0,0,7.0,0,2,420.0,0,0,5
5971,1,Internet,RoundTrip,63,17,10,Thu,COKKIX,Japan,0,0,1,7.0,0,4,420.0,0,0,5
5972,2,Internet,RoundTrip,83,35,6,Mon,COKKIX,Japan,1,0,0,7.0,0,1,420.0,0,0,5
5973,1,Mobile,RoundTrip,76,36,13,Sun,COKKIX,Japan,1,1,1,7.0,0,7,420.0,1,0,5
5974,2,Internet,RoundTrip,31,87,5,Wed,COKKIX,India,1,0,0,7.0,0,3,420.0,0,0,1
5975,1,Internet,RoundTrip,47,24,6,Fri,COKKIX,Japan,0,0,0,7.0,0,5,420.0,0,0,5
5976,1,Internet,RoundTrip,3,47,12,Tue,COKKIX,Japan,1,0,0,7.0,0,2,420.0,0,0,5
5977,1,Internet,RoundTrip,85,17,19,Wed,COKKIX,India,1,0,1,7.0,0,3,420.0,0,0,1
5978,1,Internet,RoundTrip,10,117,15,Fri,COKKIX,Japan,1,0,1,7.0,0,5,420.0,0,0,5
5979,2,Internet,RoundTrip,116,27,15,Mon,COKKIX,Japan,1,0,0,7.0,0,1,420.0,0,0,5
5980,1,Internet,RoundTrip,110,24,6,Fri,COKKIX,Japan,1,1,1,7.0,0,5,420.0,0,0,5
5981,1,Internet,RoundTrip,194,33,14,Sun,COKKIX,Japan,1,0,0,7.0,0,7,420.0,0,0,5
5982,1,Mobile,RoundTrip,32,20,10,Tue,COKKIX,Japan,1,1,0,7.0,0,2,420.0,1,0,5
5983,2,Internet,RoundTrip,101,18,15,Thu,COKKIX,Japan,1,0,0,7.0,0,4,420.0,0,0,5
5984,1,Internet,RoundTrip,29,23,8,Sun,COKKIX,Japan,0,0,0,7.0,0,7,420.0,0,0,5
5985,1,Internet,RoundTrip,73,63,5,Wed,COKKIX,India,1,0,1,7.0,0,3,420.0,0,0,1
5986,1,Internet,RoundTrip,79,121,1,Fri,COKKIX,Japan,1,0,0,7.0,0,5,420.0,0,0,5
5987,1,Mobile,RoundTrip,39,18,13,Mon,COKKIX,Japan,1,0,0,7.0,0,1,420.0,1,0,5
5988,1,Internet,RoundTrip,110,45,15,Mon,COKKIX,Japan,1,0,1,7.0,0,1,420.0,0,0,5
5989,1,Internet,RoundTrip,37,35,4,Sat,COKKIX,Japan,0,0,0,7.0,1,6,420.0,0,0,5
5990,1,Internet,RoundTrip,4,23,12,Fri,COKMEL,Australia,0,0,1,8.83,0,5,529.8,0,0,36
5991,1,Internet,RoundTrip,10,72,6,Fri,COKMEL,Australia,1,0,1,8.83,0,5,529.8,0,0,36
5992,4,Internet,RoundTrip,126,34,13,Fri,COKMEL,Australia,1,0,1,8.83,0,5,529.8,0,0,36
5993,1,Internet,RoundTrip,146,36,5,Thu,COKMEL,Australia,0,0,1,8.83,0,4,529.8,0,0,36
5994,3,Mobile,RoundTrip,116,20,10,Sat,COKMEL,Australia,1,1,1,8.83,0,6,529.8,1,0,36
5995,4,Internet,RoundTrip,260,30,14,Mon,COKMEL,Australia,1,1,1,8.83,0,1,529.8,0,0,36
5996,1,Internet,RoundTrip,221,29,13,Mon,COKMEL,Australia,0,0,1,8.83,0,1,529.8,0,0,36
5997,1,Internet,RoundTrip,0,17,1,Sun,COKMEL,Australia,1,0,0,8.83,0,7,529.8,0,0,36
5998,1,Internet,RoundTrip,22,17,6,Fri,COKMEL,Australia,1,0,1,8.83,0,5,529.8,0,0,36
5999,3,Internet,RoundTrip,70,27,11,Thu,COKMEL,Australia,1,0,0,8.83,0,4,529.8,0,0,36
6000,3,Internet,RoundTrip,10,36,7,Mon,COKMEL,Australia,1,1,1,8.83,0,1,529.8,0,0,36
6001,2,Internet,RoundTrip,108,42,16,Tue,COKMEL,India,1,1,1,8.83,0,2,529.8,0,0,1
6002,2,Internet,RoundTrip,2,39,0,Sat,COKMEL,Australia,1,1,1,8.83,0,6,529.8,0,0,36
6003,2,Internet,RoundTrip,45,17,0,Sat,COKMEL,Australia,1,0,1,8.83,1,6,529.8,0,0,36
6004,2,Internet,RoundTrip,173,23,8,Thu,COKMEL,India,1,1,1,8.83,0,4,529.8,0,0,1
6005,3,Internet,RoundTrip,141,28,10,Thu,COKMEL,Australia,1,1,1,8.83,0,4,529.8,0,0,36
6006,1,Internet,RoundTrip,215,47,0,Sun,COKMEL,Australia,1,1,1,8.83,0,7,529.8,0,0,36
6007,1,Internet,RoundTrip,119,18,11,Fri,COKMEL,India,0,1,1,8.83,0,5,529.8,0,0,1
6008,2,Internet,RoundTrip,85,140,23,Thu,COKMEL,Australia,1,1,1,8.83,0,4,529.8,0,0,36
6009,2,Internet,RoundTrip,89,17,9,Fri,COKMEL,Australia,1,1,1,8.83,0,5,529.8,0,0,36
6010,2,Internet,RoundTrip,58,42,9,Mon,COKMEL,Australia,1,0,1,8.83,0,1,529.8,0,0,36
6011,3,Internet,RoundTrip,140,30,3,Sun,COKMEL,Australia,1,1,1,8.83,1,7,529.8,0,0,36
6012,1,Internet,RoundTrip,156,62,3,Sun,COKMEL,Australia,1,1,1,8.83,0,7,529.8,0,0,36
6013,2,Internet,RoundTrip,142,17,9,Mon,COKMEL,Australia,0,0,0,8.83,1,1,529.8,0,0,36
6014,1,Internet,RoundTrip,97,97,10,Sun,COKMEL,Australia,1,1,1,8.83,0,7,529.8,0,0,36
6015,1,Internet,RoundTrip,2,25,12,Thu,COKMEL,Australia,1,1,1,8.83,0,4,529.8,0,0,36
6016,1,Internet,RoundTrip,44,17,14,Wed,COKMEL,Australia,1,0,1,8.83,0,3,529.8,0,0,36
6017,1,Internet,RoundTrip,65,34,13,Tue,COKMEL,Australia,1,0,1,8.83,0,2,529.8,0,0,36
6018,2,Internet,RoundTrip,4,88,9,Fri,COKMEL,Australia,1,0,1,8.83,0,5,529.8,0,0,36
6019,2,Internet,RoundTrip,26,19,2,Wed,COKMEL,Australia,1,0,0,8.83,0,3,529.8,0,0,36
6020,1,Internet,RoundTrip,20,34,7,Sat,COKMEL,India,1,1,1,8.83,0,6,529.8,0,0,1
6021,1,Internet,RoundTrip,5,164,9,Thu,COKMEL,Australia,1,1,1,8.83,1,4,529.8,0,0,36
